"FROM","TO","SIZE"
34,652,1
35,38,6
35,120,1
35,131,1
35,144,1
35,146,1
35,637,1
36,21,1
36,160,3
36,235,3
36,280,1
36,452,2
37,9,9
37,22,2
37,34,13
37,58,1
37,108,1
37,121,1
37,139,1
37,355,5
37,528,4
37,550,2
37,648,8
38,20,1
38,35,12
38,46,1
38,81,1
38,103,5
38,131,2
38,144,3
38,146,2
38,166,2
38,637,5
39,49,1
39,105,1
39,108,1
39,168,1
39,203,3
39,378,3
39,392,2
39,402,1
39,469,1
39,504,1
39,514,1
39,611,1
39,662,1
39,699,1
39,701,1
40,138,1
40,158,1
40,208,2
40,245,1
40,255,2
40,268,2
40,304,1
40,380,1
41,181,2
41,234,6
41,462,1
41,652,2
42,21,7
42,61,3
42,235,9
42,285,1
42,359,1
42,400,6
42,466,9
42,468,4
42,694,1
43,14,6
43,19,2
43,46,1
43,53,1
43,86,1
43,101,1
43,112,3
43,120,1
43,134,2
43,162,18
43,169,36
43,185,9
43,226,8
43,229,1
43,255,16
43,262,1
43,283,2
43,305,13
43,307,1
43,337,1
43,342,2
43,409,3
43,432,2
43,451,2
43,484,1
43,651,6
43,674,8
43,693,10
44,10,1
44,57,5
44,78,6
44,80,5
44,81,29
44,99,1
44,112,3
44,122,3
44,148,3
44,162,1
44,164,3
44,166,2
44,169,1
44,189,19
44,195,27
44,227,1
44,249,12
44,254,4
44,257,2
44,330,1
44,342,1
44,432,3
44,440,4
44,472,1
44,652,2
44,711,3
44,723,1
45,19,1
45,234,4
46,28,15
46,101,10
46,185,2
46,337,1
47,80,3
47,87,1
47,240,2
47,277,1
48,40,5
48,54,5
48,88,4
48,95,5
48,110,1
48,116,6
48,134,10
48,191,5
48,245,5
48,247,5
48,273,7
48,288,2
48,321,5
48,342,5
48,380,6
48,381,5
48,410,1
48,419,6
48,445,5
48,462,2
48,475,3
48,476,1
48,519,5
48,523,9
48,546,6
49,39,1
49,289,2
50,2,1
50,31,1
50,34,1
50,36,2
50,96,1
50,133,2
50,134,2
50,143,7
50,145,1
50,174,1
50,209,1
50,234,1
50,235,1
50,260,1
50,295,1
50,356,1
50,380,1
50,419,1
50,455,1
50,528,1
50,561,1
50,674,2
50,898,1
51,262,1
52,97,11
52,103,12
52,125,4
52,166,4
52,212,6
52,343,7
53,43,1
53,82,12
53,99,2
53,101,1
53,112,1
53,122,1
53,128,14
53,154,2
53,186,22
53,232,22
53,248,2
53,271,7
53,276,28
53,283,2
53,322,8
53,330,2
53,364,3
53,375,2
53,384,1
53,433,2
53,447,2
53,485,1
53,693,2
53,757,20
54,8,2
54,138,3
54,261,1
55,17,6
55,153,1
55,166,1
55,173,1
55,174,4
55,198,3
55,209,1
55,213,2
55,286,1
55,349,1
55,528,1
56,84,4
56,165,4
56,197,2
56,294,7
56,350,4
56,386,3
57,28,4
57,122,1
57,257,6
57,432,1
58,19,1
58,30,1
58,37,2
58,73,1
58,75,1
58,85,1
58,100,1
58,141,5
58,147,1
58,153,2
58,174,4
58,207,2
58,215,2
58,243,1
58,262,2
58,298,1
58,349,5
58,355,27
58,528,16
58,591,5
58,646,18
58,650,2
58,709,26
58,722,12
58,850,1
59,124,2
59,126,1
59,236,9
59,251,8
59,271,6
59,300,7
59,366,8
59,401,8
60,190,3
60,274,2
60,333,1
60,374,1
60,382,1
60,391,1
60,405,3
60,408,2
60,420,1
60,439,2
60,511,1
60,707,1
60,749,1
61,312,2
61,423,3
61,448,2
61,715,1
62,117,3
62,318,4
62,492,4
63,1,1
63,16,18
63,296,6
63,406,1
63,614,2
64,9,1
64,32,2
64,68,1
64,75,1
64,76,3
64,91,1
64,111,1
64,118,2
64,131,1
64,170,4
64,176,1
64,187,3
64,242,1
64,289,1
64,320,1
64,437,1
64,486,2
65,218,3
65,428,1
65,471,1
65,843,1
66,40,2
66,65,1
66,93,1
66,208,1
66,255,2
66,564,2
67,82,1
67,154,3
67,226,1
67,242,2
67,320,3
67,447,2
67,472,1
67,505,3
67,580,1
68,142,4
68,227,1
68,262,2
68,268,2
68,288,1
68,437,1
68,492,1
69,19,4
69,227,1
69,262,2
70,84,3
70,100,3
70,124,1
70,187,1
70,227,2
70,347,1
71,87,2
71,240,13
71,455,1
72,96,1
72,204,1
72,323,13
72,379,1
72,393,19
72,411,1
72,442,8
73,2,30
73,58,1
73,94,4
73,97,1
73,147,2
73,166,1
73,173,1
73,174,10
73,193,2
73,198,1
73,213,2
73,217,10
73,262,5
73,293,1
73,298,1
73,343,3
73,481,1
73,504,1
73,567,1
73,637,3
73,671,2
73,688,4
73,850,4
74,41,2
74,181,7
74,195,1
74,262,3
74,288,1
74,454,13
75,5,2
75,9,1
75,10,1
75,34,3
75,44,1
75,58,1
75,78,1
75,81,3
75,83,3
75,87,4
75,88,2
75,142,2
75,162,1
75,166,1
75,168,1
75,169,2
75,171,1
75,174,1
75,181,2
75,188,4
75,190,1
75,200,3
75,203,2
75,208,1
75,215,1
75,226,1
75,247,1
75,272,1
75,274,1
75,281,7
75,304,1
75,305,2
75,311,1
75,321,1
75,323,1
75,326,2
75,327,2
75,330,1
75,340,1
75,356,1
75,394,1
75,400,2
75,409,1
75,410,1
75,430,1
75,440,2
75,463,1
75,472,1
75,474,1
75,504,1
75,507,2
75,512,2
75,523,1
75,544,2
75,578,2
75,707,4
75,726,1
76,15,16
76,26,6
76,68,1
76,135,2
76,164,1
76,166,1
76,170,9
76,187,1
76,197,1
76,203,1
76,215,1
76,222,14
76,234,1
76,238,1
76,305,1
76,373,1
76,376,1
76,444,2
76,466,1
76,503,1
76,529,1
76,578,1
76,614,1
76,668,1
76,674,1
77,85,5
77,126,1
77,195,2
78,20,2
78,38,1
78,44,7
78,57,4
78,74,4
78,75,1
78,80,1
78,81,7
78,89,1
78,99,3
78,120,1
78,122,1
78,148,4
78,164,4
78,169,3
78,186,1
78,189,12
78,190,1
78,195,2
78,226,1
78,248,4
78,249,2
78,254,2
78,257,1
78,283,1
78,294,1
78,312,1
78,313,2
78,330,3
78,362,1
78,375,1
78,409,3
78,432,1
78,433,1
78,440,4
78,462,1
78,470,1
78,472,3
78,661,1
78,674,1
78,711,1
79,48,2
79,110,5
79,134,4
79,208,1
79,216,3
79,231,2
79,292,2
79,299,5
79,316,1
79,325,7
79,334,12
79,652,3
79,828,3
80,44,1
80,81,5
80,95,5
80,216,2
80,249,3
80,279,1
81,3,1
81,38,1
81,44,29
81,50,1
81,75,3
81,78,4
81,80,5
81,103,6
81,120,2
81,122,5
81,134,1
81,135,1
81,153,1
81,169,5
81,185,1
81,189,11
81,195,21
81,249,6
81,254,2
81,279,1
81,307,1
81,330,3
81,472,1
82,10,3
82,99,2
82,330,3
83,9,3
83,19,2
83,30,3
83,32,1
83,34,4
83,75,4
83,89,1
83,91,3
83,118,2
83,120,7
83,133,10
83,137,2
83,172,13
83,180,10
83,223,3
83,227,1
83,235,2
83,239,1
83,262,4
83,268,1
83,312,1
83,336,2
83,342,2
83,377,2
83,383,4
83,406,1
83,431,2
83,486,1
83,518,2
83,522,2
83,524,2
83,534,2
83,547,2
83,650,2
83,725,4
83,740,2
84,5,1
84,56,4
84,75,1
84,100,1
84,118,1
84,143,13
84,165,1
84,204,4
84,262,2
84,289,1
84,301,2
84,340,1
84,341,16
84,456,1
84,703,1
84,733,3
84,734,1
85,7,2
85,30,4
85,58,1
85,77,4
85,131,7
85,174,10
85,207,13
85,217,2
85,286,1
85,323,1
85,327,6
85,394,1
85,402,3
85,722,2
85,931,2
86,191,4
86,261,2
86,870,1
87,71,1
87,89,1
87,205,3
87,227,1
87,231,1
87,240,4
87,262,1
87,312,1
87,324,1
87,437,1
87,444,4
88,48,2
88,155,1
88,208,6
88,216,2
88,240,1
88,245,39
88,281,1
88,394,1
88,424,2
88,475,1
89,11,1
89,19,1
89,20,1
89,34,1
89,75,1
89,81,1
89,83,1
89,87,1
89,91,3
89,120,23
89,134,4
89,145,3
89,169,4
89,174,3
89,181,1
89,190,3
89,216,17
89,227,3
89,235,1
89,238,2
89,239,1
89,253,2
89,260,1
89,299,1
89,312,1
89,313,5
89,323,1
89,325,13
89,330,3
89,331,4
89,342,1
89,472,1
89,474,1
89,477,1
89,499,1
89,527,2
89,540,4
89,589,1
89,650,6
89,719,1
89,828,1
89,853,1
91,34,4
91,64,1
91,89,3
91,118,2
91,120,2
91,171,1
91,181,1
91,184,8
91,188,20
91,204,3
91,230,2
91,262,1
91,268,2
91,486,1
92,91,1
92,100,2
92,120,1
92,347,1
92,504,2
93,3,4
93,47,8
93,66,1
93,87,3
93,102,7
93,110,7
93,153,3
93,191,9
93,205,4
93,218,16
93,231,8
93,240,6
93,277,7
93,317,7
93,327,2
93,331,11
93,346,7
93,356,7
93,407,7
93,428,8
93,453,7
93,455,7
93,471,12
93,507,13
93,549,8
93,612,8
93,691,3
93,726,7
93,827,6
93,932,1
94,2,6
94,173,3
94,213,2
95,16,1
95,80,6
95,88,8
95,143,3
95,208,21
95,216,2
95,281,1
95,381,1
95,476,1
95,590,1
96,3,2
96,19,1
96,50,2
96,72,4
96,120,1
96,125,1
96,145,3
96,151,6
96,177,3
96,179,6
96,194,3
96,230,1
96,320,2
96,323,7
96,379,7
96,393,3
96,411,5
96,442,3
96,456,2
96,494,3
96,521,3
96,553,3
96,584,3
96,833,3
96,868,3
96,869,3
97,2,2
97,17,9
97,32,2
97,52,13
97,101,1
97,103,15
97,118,1
97,125,6
97,131,9
97,141,4
97,143,4
97,145,1
97,147,1
97,166,20
97,174,7
97,198,6
97,207,8
97,209,4
97,212,12
97,215,2
97,237,1
97,243,1
97,262,1
97,269,1
97,286,5
97,293,13
97,312,1
97,323,2
97,343,17
97,347,2
97,358,2
97,385,5
97,389,1
97,402,1
97,486,3
97,532,3
97,567,23
97,591,11
97,637,7
98,32,1
98,118,2
98,130,1
98,486,2
99,10,2
99,53,2
99,82,3
99,128,2
99,154,1
99,186,1
99,202,1
99,232,2
99,248,1
99,276,2
99,307,3
99,322,1
99,330,2
99,375,1
99,384,3
99,432,1
99,433,3
99,447,1
99,470,2
99,472,2
99,480,2
99,485,2
99,604,2
100,70,1
100,84,1
100,92,1
100,169,2
100,313,1
100,591,4
101,14,16
101,28,10
101,43,1
101,46,13
101,97,1
101,162,4
101,169,2
101,222,14
101,305,1
101,409,2
101,674,1
102,191,1
102,277,2
102,346,1
102,363,2
103,20,1
103,30,1
103,38,5
103,44,2
103,52,2
103,57,1
103,81,2
103,97,6
103,108,1
103,144,2
103,145,2
103,147,1
103,153,1
103,195,5
103,226,8
103,279,6
103,282,1
103,285,1
103,312,2
104,124,1
104,251,1
104,300,1
104,401,3
105,49,1
105,203,2
105,262,3
106,8,6
106,19,2
106,27,12
106,114,1
106,121,1
106,130,2
106,158,3
106,227,1
106,263,1
106,266,1
106,308,1
106,372,5
106,390,1
106,515,2
106,523,8
107,328,1
108,3,1
108,19,2
108,39,3
108,103,4
108,105,1
108,143,3
108,168,1
108,262,2
108,300,2
108,348,1
108,378,1
108,392,1
108,402,4
108,404,1
108,469,2
108,662,1
108,699,1
108,878,1
109,9,1
109,34,1
109,735,2
110,79,3
110,134,1
110,191,1
110,231,2
110,259,1
110,549,3
112,43,3
112,162,4
112,169,4
112,185,2
112,279,2
112,305,1
112,651,1
113,237,2
114,106,1
114,496,5
116,16,30
116,48,1
116,95,8
116,110,24
116,123,39
116,134,2
116,192,34
116,231,3
116,244,23
116,381,6
116,420,1
116,424,2
116,458,1
116,476,5
116,508,1
116,517,29
116,549,5
116,590,31
116,916,6
117,262,1
117,538,1
118,3,2
118,19,9
118,31,1
118,32,2
118,34,2
118,54,1
118,58,1
118,68,2
118,69,1
118,81,1
118,83,1
118,91,4
118,97,3
118,98,1
118,130,1
118,142,3
118,158,2
118,168,3
118,180,1
118,181,8
118,187,2
118,204,2
118,211,6
118,212,3
118,214,2
118,230,3
118,237,1
118,239,2
118,242,1
118,250,1
118,262,2
118,265,1
118,268,5
118,312,1
118,313,1
118,314,1
118,326,2
118,333,8
118,347,3
118,383,1
118,399,1
118,437,1
118,486,9
118,512,1
118,606,1
118,650,3
119,158,2
120,3,1
120,20,1
120,35,1
120,78,2
120,81,3
120,83,5
120,89,25
120,91,3
120,92,1
120,96,1
120,131,3
120,133,3
120,134,2
120,145,4
120,147,2
120,158,2
120,168,4
120,169,5
120,174,5
120,180,1
120,181,2
120,188,2
120,189,1
120,190,3
120,207,2
120,216,4
120,237,2
120,239,3
120,313,4
120,328,1
120,330,2
120,342,11
120,373,3
120,375,1
120,403,4
120,431,1
120,472,2
120,486,1
120,540,5
120,650,6
120,652,1
120,688,1
120,828,1
121,9,5
121,34,2
121,37,1
121,38,1
121,176,1
121,266,4
121,301,7
121,648,1
122,10,1
122,44,1
122,81,2
122,164,1
122,249,2
122,276,1
122,279,1
123,95,7
123,116,16
123,192,13
123,244,15
123,399,1
123,405,1
123,420,1
123,511,5
123,517,7
123,571,3
123,590,7
123,916,3
124,13,1
124,20,1
124,59,1
124,70,1
124,100,1
124,104,3
124,126,5
124,239,2
124,242,1
124,271,2
124,289,1
124,300,1
124,418,3
124,467,1
124,504,1
125,52,6
125,96,1
125,97,8
125,166,2
125,179,1
125,209,1
125,212,19
125,213,1
125,343,2
125,418,4
126,7,3
126,13,4
126,100,1
126,104,1
126,124,3
126,169,2
126,212,1
126,230,1
126,236,2
126,251,6
126,271,9
126,300,1
126,401,1
126,415,1
127,260,1
127,551,1
128,10,2
128,53,9
128,67,2
128,99,5
128,154,11
128,186,5
128,232,5
128,248,5
128,276,5
128,307,1
128,322,5
128,330,3
128,375,5
128,384,5
128,433,5
128,447,5
128,480,5
128,485,5
128,604,2
128,674,3
130,118,1
130,171,6
130,262,1
130,263,1
130,437,2
130,514,1
130,722,1
131,3,2
131,35,3
131,38,8
131,64,1
131,85,7
131,97,4
131,120,1
131,143,1
131,145,3
131,166,7
131,207,3
131,262,1
131,289,1
131,504,1
131,591,1
131,637,8
131,649,2
132,19,2
132,75,3
132,212,1
132,230,1
132,235,6
132,262,6
132,285,3
132,316,1
133,5,1
133,22,3
133,50,4
133,75,1
133,83,17
133,120,4
133,180,9
133,190,1
133,266,1
133,336,9
133,377,2
133,383,2
133,452,2
133,534,1
133,545,3
133,596,1
133,725,2
134,43,3
134,48,5
134,65,1
134,79,3
134,81,1
134,89,7
134,102,1
134,116,2
134,165,2
134,169,1
134,185,1
134,189,5
134,208,1
134,231,8
134,240,1
134,277,2
134,295,1
134,299,3
134,303,1
134,312,1
134,313,4
134,334,1
134,486,1
134,576,1
134,808,1
134,825,1
134,827,1
134,828,1
134,852,1
135,81,1
135,170,1
135,180,1
135,193,3
136,199,1
136,358,1
137,336,1
138,18,7
138,32,1
138,40,7
138,54,2
138,66,3
138,88,4
138,95,4
138,135,3
138,155,3
138,158,2
138,159,5
138,170,1
138,200,3
138,205,3
138,208,4
138,240,2
138,245,3
138,250,1
138,255,3
138,268,3
138,281,3
138,284,2
138,290,3
138,297,4
138,303,12
138,304,4
138,327,3
138,342,1
138,371,4
138,387,4
138,394,6
138,417,4
138,445,4
138,475,3
138,476,4
138,488,3
138,489,4
138,491,3
138,519,5
138,594,5
138,685,3
138,818,3
138,836,4
138,844,1
139,34,2
139,223,1
141,17,2
141,58,9
141,97,2
141,147,1
141,153,25
141,166,13
141,174,7
141,209,2
141,215,1
141,298,4
141,343,1
141,355,1
141,688,1
141,885,2
142,32,2
142,68,4
142,75,1
142,118,4
142,171,1
142,184,2
142,187,5
142,289,1
142,456,2
143,50,4
143,84,7
143,95,1
143,97,4
143,108,2
143,149,2
143,174,1
143,413,1
143,495,4
144,35,1
144,38,1
144,103,1
144,120,1
144,162,9
144,637,2
145,7,1
145,35,1
145,58,1
145,89,4
145,96,3
145,97,4
145,103,2
145,120,4
145,131,6
145,146,4
145,147,1
145,174,6
145,207,5
145,217,1
145,323,2
145,402,1
146,35,2
146,145,1
146,147,1
147,35,2
147,58,1
147,97,2
147,103,2
147,120,3
147,141,1
147,145,7
147,146,4
147,166,14
147,170,7
147,174,10
147,212,2
147,262,2
147,312,1
149,106,1
149,143,1
149,158,1
149,296,1
149,443,3
149,523,2
150,5,1
150,9,1
150,22,2
150,34,2
150,43,1
150,75,1
150,81,1
150,83,1
150,158,1
150,221,1
150,235,1
150,239,1
150,301,1
150,313,1
150,330,1
150,545,1
150,561,4
150,565,2
150,725,1
151,177,2
151,194,14
151,323,2
151,494,1
151,521,1
151,591,3
152,2,5
152,217,1
152,723,1
153,2,23
153,3,23
153,17,1
153,20,13
153,55,1
153,58,3
153,81,2
153,93,3
153,141,29
153,173,2
153,174,2
153,180,2
153,193,7
153,209,23
153,213,4
153,218,3
153,249,2
153,298,1
153,313,2
153,327,2
153,342,1
153,343,1
153,357,1
153,377,3
153,383,1
153,406,2
153,441,21
153,488,3
153,528,4
154,10,4
154,67,1
154,82,1
154,128,2
154,248,1
154,322,1
154,342,1
154,447,1
154,470,1
154,505,1
155,71,1
155,88,2
155,208,4
155,240,3
155,245,1
155,455,2
156,13,3
156,124,1
156,163,1
156,178,3
156,251,2
156,300,1
156,366,1
156,436,2
156,874,4
158,3,1
158,32,1
158,106,4
158,120,1
158,138,4
158,149,1
158,150,1
158,227,1
158,377,1
158,443,1
158,523,4
158,645,1
159,18,1
159,75,2
159,88,1
159,95,1
159,208,2
159,245,6
159,255,2
159,268,2
159,277,2
159,290,1
159,295,3
159,304,2
159,417,1
160,5,1
160,6,1
160,34,5
160,36,2
160,237,2
160,252,6
160,301,2
160,405,2
162,14,4
162,43,11
162,44,1
162,75,1
162,101,4
162,112,6
162,144,18
162,169,6
162,185,6
162,226,6
162,229,5
162,262,2
162,283,6
162,289,1
162,305,9
162,337,3
162,342,2
162,409,7
162,451,4
162,456,1
162,470,1
162,484,5
162,651,4
162,674,4
162,693,4
163,7,4
163,124,1
163,178,1
163,436,1
165,56,3
165,169,2
165,204,3
165,262,1
165,294,18
165,350,4
165,362,3
165,386,5
165,533,1
165,542,2
165,826,2
165,937,2
166,2,9
166,3,1
166,17,5
166,35,2
166,38,3
166,44,2
166,52,6
166,55,3
166,73,3
166,75,1
166,85,1
166,89,1
166,96,1
166,97,13
166,120,1
166,125,2
166,131,3
166,141,11
166,145,1
166,147,8
166,153,1
166,173,1
166,174,6
166,176,2
166,193,3
166,198,7
166,203,5
166,207,1
166,213,5
166,215,3
166,217,2
166,262,1
166,269,1
166,286,1
166,289,1
166,293,2
166,312,2
166,343,11
166,349,6
166,385,2
166,481,1
166,513,4
166,567,4
166,591,1
166,637,3
166,723,3
167,106,13
167,119,13
167,158,13
167,296,13
167,302,13
167,308,13
168,39,1
168,105,1
168,118,1
168,120,3
168,203,2
168,312,1
168,348,1
168,392,1
168,404,4
168,701,1
169,14,2
169,19,1
169,43,29
169,44,1
169,46,1
169,75,3
169,81,6
169,89,10
169,100,2
169,101,3
169,112,10
169,120,4
169,126,2
169,162,9
169,165,4
169,185,9
169,204,1
169,226,15
169,229,4
169,254,6
169,262,1
169,283,3
169,305,24
169,330,1
169,337,1
169,342,2
169,354,3
169,362,1
169,409,7
169,451,2
169,484,4
169,540,4
169,602,2
169,651,3
169,674,2
169,693,1
170,24,3
170,64,12
170,76,15
170,135,14
170,138,1
170,444,14
171,91,1
171,268,3
171,512,1
171,723,3
172,83,2
173,2,5
173,3,2
173,55,1
173,73,2
173,94,4
173,153,1
173,166,1
173,193,2
173,209,1
173,481,2
173,658,1
174,2,10
174,32,2
174,38,1
174,55,5
174,58,21
174,73,17
174,75,2
174,85,17
174,89,5
174,97,2
174,120,11
174,131,3
174,141,8
174,143,1
174,145,8
174,147,13
174,151,1
174,153,4
174,166,9
174,169,1
174,173,1
174,179,1
174,198,1
174,207,19
174,209,3
174,212,2
174,213,7
174,215,2
174,217,39
174,239,1
174,243,1
174,293,2
174,312,2
174,313,1
174,323,1
174,327,1
174,330,1
174,331,1
174,349,13
174,355,8
174,486,3
174,504,3
174,567,2
174,591,2
174,650,1
174,688,14
174,722,8
174,850,9
174,865,5
174,885,1
174,931,1
175,206,1
175,224,1
175,333,2
175,391,1
175,420,1
175,439,2
176,6,1
176,19,2
176,108,1
176,119,5
176,154,1
176,158,1
176,166,2
176,171,1
176,197,1
176,202,1
176,208,3
176,212,1
176,216,2
176,232,1
176,247,2
176,249,4
176,262,6
176,299,1
176,305,1
176,313,6
176,320,7
176,363,2
176,410,2
176,427,7
176,437,1
176,485,1
176,506,1
176,508,1
176,540,4
176,589,2
176,701,1
176,857,1
176,878,1
177,147,1
177,151,3
177,309,1
177,494,1
178,7,2
178,39,1
178,124,1
178,156,1
178,163,15
178,436,2
179,96,1
179,151,3
179,177,2
179,194,1
179,323,1
179,379,1
179,393,1
179,411,3
179,442,2
179,461,1
179,494,2
179,521,1
179,584,1
179,830,1
180,83,9
180,118,3
180,133,1
180,135,1
180,140,1
180,153,4
180,223,6
180,235,1
180,262,2
180,336,1
180,342,1
180,383,1
180,406,7
180,431,1
180,486,1
180,650,1
180,725,1
181,31,1
181,41,1
181,74,3
181,75,1
181,91,1
181,136,1
181,190,3
181,199,1
181,204,1
181,242,1
181,262,2
181,333,1
181,399,1
181,408,1
181,579,2
181,650,4
182,8,2
182,437,1
182,523,1
183,227,1
184,91,4
184,142,1
184,188,1
184,250,1
184,312,3
184,463,1
184,614,1
184,671,1
185,43,4
185,46,7
185,81,3
185,112,6
185,134,1
185,162,5
185,169,5
185,189,1
185,204,1
185,229,10
185,254,1
185,305,2
185,337,5
185,409,1
185,484,7
185,951,1
186,53,1
187,32,4
187,64,1
187,118,2
187,142,1
187,239,1
187,281,2
187,312,4
187,512,1
187,652,2
188,34,1
188,75,3
188,91,10
188,120,2
189,14,2
189,44,15
189,78,6
189,81,13
189,120,1
189,134,4
189,195,17
189,249,2
189,287,1
189,288,1
189,384,1
189,409,10
189,470,3
189,499,1
189,505,2
189,583,1
189,674,1
190,31,1
190,181,1
190,237,1
190,313,1
190,333,1
190,382,1
190,420,1
190,474,1
190,652,1
190,707,1
191,86,6
191,93,3
191,102,1
191,205,3
191,244,6
191,261,8
191,423,3
191,471,1
191,479,4
191,870,2
192,6,2
192,31,11
192,95,3
192,116,5
192,123,11
192,175,1
192,420,3
192,517,4
192,541,1
192,590,5
192,667,1
192,916,3
193,2,9
193,73,2
193,135,2
193,153,7
193,166,3
193,173,3
193,385,1
193,591,1
193,671,3
194,151,3
194,179,2
194,323,1
194,411,4
194,442,6
194,477,4
194,665,1
194,864,3
195,44,15
195,74,2
195,77,1
195,81,20
195,103,7
195,143,1
195,164,2
195,189,16
195,249,1
195,287,7
195,337,1
195,510,2
195,661,8
196,137,1
196,230,1
196,308,2
196,312,1
197,44,1
197,449,1
198,17,3
198,55,2
198,97,3
198,166,3
198,213,2
198,215,2
198,293,1
198,349,3
198,567,3
198,637,1
198,885,1
200,20,1
200,75,1
200,205,1
200,208,1
200,281,1
200,327,4
200,488,2
200,705,6
201,214,1
201,295,1
201,310,1
201,427,11
201,479,3
201,636,1
202,53,2
202,82,2
202,99,2
202,128,2
202,154,2
202,176,1
202,186,2
202,232,2
202,248,2
202,276,2
202,307,2
202,322,2
