"FROM","TO","SIZE"
89,48,1
89,74,3
89,97,1
89,116,1
89,120,26
89,134,11
89,174,1
89,216,14
89,235,2
89,238,8
89,244,1
89,253,11
89,260,8
89,292,1
89,299,9
89,303,1
89,313,2
89,319,3
89,325,3
89,326,2
89,331,4
89,338,1
89,342,3
89,380,1
89,402,3
89,419,1
89,462,13
89,474,1
89,478,1
89,486,1
89,527,11
89,540,2
89,546,3
89,589,1
89,607,3
89,650,2
90,16,7
90,39,1
90,168,4
90,348,1
90,378,1
91,9,1
91,23,8
91,34,4
91,83,1
91,89,1
91,92,2
91,98,1
91,100,1
91,118,2
91,126,1
91,137,1
91,140,1
91,145,1
91,181,4
91,184,1
91,188,14
91,204,16
91,227,1
91,235,2
91,239,1
91,314,3
91,326,3
91,402,1
91,414,3
91,497,1
91,650,7
91,825,1
92,23,1
92,91,3
92,100,3
93,47,2
93,65,3
93,71,1
93,87,15
93,102,2
93,110,1
93,191,1
93,205,10
93,218,1
93,231,1
93,240,3
93,270,1
93,277,1
93,317,1
93,331,1
93,346,2
93,356,1
93,407,1
93,428,1
93,453,1
93,455,7
93,471,1
93,507,2
93,549,1
93,612,1
93,726,1
93,827,1
94,2,9
94,73,2
94,173,1
94,193,1
94,213,3
94,217,4
95,20,2
95,80,5
95,88,1
95,116,16
95,123,3
95,155,1
95,159,4
95,216,3
95,295,2
95,332,1
95,504,1
95,590,2
96,103,2
96,166,1
96,312,3
96,323,1
96,494,2
97,2,9
97,17,12
97,19,6
97,21,2
97,32,2
97,40,2
97,45,2
97,58,2
97,73,2
97,89,4
97,101,2
97,103,29
97,118,1
97,131,9
97,141,2
97,146,2
97,147,2
97,151,1
97,166,13
97,174,6
97,183,2
97,212,1
97,215,3
97,254,3
97,262,1
97,291,2
97,293,7
97,312,2
97,385,3
97,390,2
97,402,2
97,486,3
97,503,1
97,511,3
97,526,3
97,591,7
98,11,1
98,32,1
98,34,2
98,68,1
98,78,1
98,81,3
98,85,1
98,87,1
98,91,1
98,111,3
98,118,6
98,124,2
98,130,2
98,133,1
98,142,4
98,145,1
98,165,2
98,166,1
98,169,1
98,184,3
98,187,1
98,195,4
98,250,1
98,253,1
98,263,1
98,268,2
98,281,1
98,298,1
98,303,1
98,312,7
98,314,1
98,319,1
98,373,1
98,410,2
98,430,1
98,441,1
98,443,1
98,472,4
98,486,6
98,512,2
98,547,2
98,606,1
98,853,1
99,10,2
99,307,2
99,330,1
99,384,1
99,634,1
100,70,2
100,91,1
100,92,5
100,227,1
100,263,1
100,313,1
100,326,1
100,347,1
100,480,1
100,591,2
100,825,1
101,14,38
101,28,14
101,43,3
101,46,6
101,53,2
101,97,1
101,103,3
101,162,6
101,185,1
101,187,3
101,222,36
101,279,2
101,305,1
101,307,1
101,572,1
101,674,5
102,34,4
102,86,2
102,87,7
102,191,2
102,208,1
102,216,3
102,239,1
102,295,3
102,346,1
102,423,1
103,35,14
103,38,3
103,82,1
103,96,2
103,97,24
103,101,2
103,108,1
103,176,2
103,189,4
103,195,7
103,226,1
103,279,1
103,282,1
103,305,1
103,435,12
103,440,2
104,77,2
104,124,6
104,126,1
104,251,2
104,401,4
105,108,3
105,176,1
105,203,2
105,378,2
106,8,3
106,23,1
106,27,16
106,92,1
106,114,9
106,117,4
106,119,3
106,121,3
106,158,4
106,167,8
106,176,1
106,262,1
106,263,1
106,266,3
106,302,11
106,308,1
106,499,2
106,515,9
106,523,1
106,544,1
106,548,1
106,825,2
107,44,1
107,261,1
107,757,1
108,37,4
108,45,4
108,103,1
108,105,1
108,152,1
108,262,1
108,348,1
108,402,2
108,469,1
109,19,1
109,32,1
109,262,1
109,312,1
110,18,2
110,47,2
110,87,3
110,93,2
110,116,6
110,134,2
110,239,1
110,577,3
110,663,1
110,828,1
111,32,1
111,35,1
111,44,1
111,64,7
111,75,12
111,96,33
111,98,14
111,147,3
111,151,18
111,170,12
111,177,23
111,179,24
111,184,7
111,187,2
111,194,17
111,203,5
111,239,4
111,312,8
111,323,18
111,379,17
111,393,17
111,411,25
111,442,19
111,456,1
111,494,23
111,503,2
111,521,18
111,584,17
111,830,17
111,848,14
111,857,1
111,869,3
112,19,1
112,43,5
112,44,2
112,169,2
112,185,1
112,189,3
112,279,4
112,305,8
112,674,1
113,237,2
113,421,5
114,106,1
114,515,1
114,702,1
115,58,1
115,85,3
115,166,2
115,513,3
116,16,52
116,40,4
116,48,4
116,74,1
116,95,42
116,110,23
116,134,2
116,159,4
116,244,3
116,295,1
116,381,36
116,419,6
116,424,2
116,445,1
116,454,1
116,458,10
116,549,4
117,8,1
117,10,1
117,11,1
117,19,10
117,29,1
117,34,1
117,44,2
117,62,1
117,68,2
117,69,1
117,76,1
117,78,1
117,81,1
117,83,1
117,84,2
117,85,1
117,87,1
117,89,1
117,91,1
117,106,2
117,111,1
117,124,1
117,126,1
117,130,1
117,142,1
117,145,1
117,147,1
117,165,1
117,166,6
117,169,2
117,171,2
117,174,1
117,181,1
117,195,1
117,203,1
117,211,1
117,235,1
117,246,1
117,250,1
117,260,3
117,262,11
117,269,1
117,281,1
117,285,1
117,299,1
117,303,1
117,309,1
117,313,1
117,314,1
117,318,2
117,319,1
117,323,1
117,326,1
117,330,1
117,346,1
117,362,1
117,402,1
117,463,1
117,472,1
117,480,1
117,486,4
117,492,4
117,513,3
117,538,7
117,578,1
117,606,1
117,825,1
117,829,1
118,19,7
118,23,1
118,32,5
118,69,1
118,83,1
118,91,4
118,98,6
118,100,1
118,119,1
118,120,3
118,142,1
118,181,3
118,187,6
118,203,1
118,204,3
118,211,4
118,239,7
118,246,4
118,262,1
118,268,1
118,285,1
118,319,2
118,323,1
118,326,1
118,333,2
118,399,1
118,402,4
118,486,3
119,92,2
119,106,4
119,149,3
119,158,5
119,188,2
119,296,9
119,390,3
119,443,4
120,3,2
120,19,1
120,20,1
120,30,5
120,32,1
120,83,4
120,89,10
120,91,5
120,118,3
120,130,2
120,134,1
120,145,1
120,168,1
120,171,3
120,172,4
120,180,3
120,181,1
120,188,4
120,207,4
120,210,4
120,216,1
120,235,6
120,239,1
120,253,1
120,263,1
120,282,3
120,312,1
120,325,1
120,328,6
120,380,1
120,400,4
120,403,2
120,431,5
120,462,2
120,474,1
120,478,1
120,486,1
120,505,1
120,527,1
120,589,1
120,650,1
120,828,1
121,25,6
121,37,3
121,84,1
121,106,5
121,266,19
121,301,12
122,10,1
122,53,1
122,57,4
122,75,1
122,80,6
122,81,4
122,148,1
122,189,1
122,249,13
122,257,1
122,276,2
122,279,1
122,384,1
122,432,3
123,95,6
123,192,5
123,220,7
123,244,5
123,405,1
123,420,1
123,460,2
123,504,2
123,511,2
123,517,1
123,590,13
124,3,1
124,7,6
124,13,1
124,59,1
124,77,1
124,98,1
124,104,4
124,126,9
124,251,1
124,271,1
124,871,1
125,20,1
125,52,6
125,179,3
125,212,4
125,343,2
125,418,1
125,713,1
126,7,5
126,13,6
126,59,8
126,77,9
126,85,1
126,91,1
126,104,3
126,124,8
126,174,3
126,236,1
126,239,1
126,300,7
126,415,3
126,416,2
126,418,3
126,436,1
127,216,1
127,253,4
127,260,5
127,423,3
128,10,1
128,34,1
128,43,1
128,53,13
128,67,2
128,99,8
128,107,2
128,154,15
128,186,5
128,226,3
128,232,5
128,248,5
128,249,5
128,276,5
128,307,3
128,322,5
128,330,1
128,375,5
128,433,6
128,447,6
128,604,3
129,262,1
130,19,2
130,69,2
130,73,2
130,76,4
130,84,1
130,98,1
130,120,2
130,124,1
130,170,1
130,171,5
130,212,3
130,242,1
130,265,1
130,268,3
130,282,1
130,299,1
130,305,2
130,347,1
130,388,3
130,402,2
130,431,1
130,437,6
130,449,1
130,456,1
130,474,1
130,514,2
130,725,1
131,2,2
131,58,1
131,73,1
131,85,3
131,97,13
131,166,11
131,174,4
131,209,1
131,212,2
131,213,1
131,215,1
131,355,1
131,385,6
131,536,1
131,591,11
131,848,1
131,886,2
131,902,1
132,19,2
132,21,1
132,33,5
132,36,1
132,42,2
132,61,1
132,161,1
132,172,1
132,187,1
132,210,1
132,235,11
132,239,1
132,262,2
132,280,2
132,282,1
132,285,10
132,359,1
132,388,4
132,400,1
132,431,1
132,448,1
132,464,1
132,466,1
132,562,1
132,650,1
132,694,1
132,839,10
133,22,6
133,30,2
133,42,3
133,83,1
133,98,3
133,139,14
133,180,11
133,196,1
133,223,2
133,239,1
133,291,3
133,336,2
133,377,6
133,383,1
133,522,1
133,725,5
134,48,2
134,79,2
134,89,11
134,110,3
134,116,1
134,231,4
134,238,3
134,262,1
134,272,4
134,292,2
134,299,2
134,319,2
134,320,1
134,325,4
134,360,2
134,419,1
134,478,2
134,827,2
134,828,3
134,831,2
135,26,12
135,76,13
135,170,12
135,281,1
136,31,1
136,396,1
137,91,2
137,443,1
138,18,9
138,40,7
138,54,6
138,66,9
138,88,7
138,95,6
138,155,7
138,158,4
138,159,6
138,176,2
138,200,8
138,205,6
138,208,8
138,245,9
138,255,6
138,268,12
138,281,9
138,290,6
138,297,20
138,303,30
138,304,9
138,327,8
138,371,6
138,387,12
138,389,4
138,394,6
138,417,6
138,445,7
138,475,12
138,476,10
138,488,10
138,491,6
138,519,10
138,594,8
138,818,6
138,834,6
138,835,6
138,836,6
138,837,6
138,838,6
139,30,1
139,37,2
139,133,7
139,180,1
140,91,1
141,2,9
141,3,1
141,20,1
141,55,1
141,58,8
141,73,3
141,85,1
141,97,1
141,166,2
141,174,6
141,217,2
141,298,11
141,355,4
141,385,1
141,536,1
142,23,8
142,75,4
142,91,3
142,98,16
142,118,10
142,137,2
142,187,19
142,235,3
142,239,2
142,242,1
142,247,3
142,296,3
142,503,1
142,614,1
142,825,3
143,43,1
143,50,5
143,58,1
143,100,1
143,114,2
143,234,1
143,309,2
143,440,1
143,538,6
143,586,1
144,35,3
145,19,1
145,38,2
145,98,1
145,146,10
145,174,1
145,183,1
145,557,4
146,38,5
146,97,1
146,145,6
146,309,1
148,44,4
148,57,5
148,67,1
148,78,4
148,81,2
148,195,1
148,248,2
148,409,1
148,440,3
149,158,2
149,308,1
149,443,1
149,523,2
149,825,1
150,550,7
150,556,1
150,561,4
150,565,1
151,19,1
151,96,1
151,97,1
151,177,3
151,179,1
151,194,1
151,217,4
151,323,2
151,379,1
151,411,1
151,494,1
151,553,1
152,2,5
152,39,6
152,108,1
152,340,5
152,378,7
153,2,6
153,3,22
153,17,2
153,20,3
153,56,1
153,59,1
153,180,1
153,205,3
153,209,4
153,249,1
153,251,1
153,282,3
153,298,2
153,327,11
153,334,1
153,343,1
153,345,2
153,357,1
153,411,9
153,441,12
153,455,1
153,488,3
153,498,2
153,534,4
153,592,4
154,82,1
154,89,1
154,128,1
154,186,1
154,239,1
154,248,1
154,249,1
154,322,1
154,325,1
154,330,4
154,447,1
155,88,2
155,138,3
155,159,2
155,208,2
155,277,1
155,465,4
156,13,8
156,59,1
156,124,2
156,163,1
156,178,5
156,251,5
156,416,8
156,418,2
156,436,1
156,504,1
156,748,2
158,3,2
158,8,2
158,27,1
158,106,3
158,114,1
158,119,2
158,138,2
158,149,1
158,167,1
158,263,1
158,301,1
158,302,1
158,308,2
158,313,1
158,515,1
158,544,1
158,595,1
158,645,1
158,825,1
158,829,1
159,75,1
159,95,4
159,116,3
159,155,3
159,208,7
159,245,1
159,281,2
159,304,5
159,476,1
159,697,1
160,9,1
160,60,1
160,111,1
160,238,1
160,252,7
160,374,1
160,393,2
160,516,1
160,543,1
160,587,1
161,42,2
161,235,5
161,280,6
161,285,1
161,320,1
161,400,1
162,14,1
162,43,2
162,46,1
162,101,2
162,112,1
162,169,8
162,185,1
162,226,2
162,229,1
162,262,1
162,305,1
162,337,1
162,409,1
162,484,1
162,651,1
162,674,1
163,7,19
163,59,1
163,77,1
163,124,1
163,178,7
163,436,2
164,44,1
164,266,3
164,301,1
165,5,1
165,56,8
165,78,2
165,98,1
165,182,1
165,225,2
165,240,1
165,253,1
165,289,1
165,294,8
165,311,1
165,350,6
165,386,3
165,425,1
165,432,2
165,451,1
165,537,1
165,542,2
165,826,1
166,2,12
166,19,2
166,55,6
166,58,3
166,73,5
166,76,2
166,97,7
166,98,1
166,111,8
166,115,3
166,117,3
166,118,1
166,131,12
166,141,1
166,147,1
166,174,7
166,187,1
166,203,3
166,207,7
166,215,2
166,298,4
166,343,3
166,349,2
166,355,1
166,385,3
166,456,1
166,481,2
166,513,5
166,591,4
167,106,16
167,119,16
167,158,16
167,296,16
167,302,16
167,308,16
168,39,2
168,49,2
168,90,4
168,105,2
168,108,2
168,203,4
168,348,2
168,378,2
168,392,2
168,402,9
168,404,6
168,469,2
168,514,2
168,699,2
168,701,2
168,878,2
168,883,2
168,900,2
169,14,5
169,19,8
169,32,3
169,43,18
169,46,3
169,74,1
169,75,4
169,78,4
169,81,1
169,91,1
169,98,1
169,101,3
169,112,14
169,117,2
169,162,3
169,185,12
169,225,1
169,226,11
169,229,8
169,239,3
169,249,2
169,268,1
169,283,4
169,289,1
169,305,9
169,312,2
169,330,2
169,337,3
169,342,2
169,354,8
169,409,15
169,432,1
169,451,7
169,472,1
169,484,6
169,486,5
169,650,2
169,651,3
