"FROM","TO","SIZE"
19,31,1
19,262,2
20,3,5
20,23,1
20,38,1
20,41,2
20,60,2
20,103,1
20,118,1
20,120,2
20,144,1
20,153,10
20,200,1
20,209,1
20,343,1
20,348,3
20,357,2
20,360,1
20,394,1
20,441,5
20,492,1
20,498,1
20,652,2
20,719,1
20,781,1
21,36,1
21,235,2
21,429,23
21,448,2
21,694,1
21,976,1
22,9,3
22,30,1
22,34,1
22,143,1
22,157,1
22,180,3
22,223,3
22,725,5
23,3,1
23,10,1
23,20,3
23,31,8
23,44,1
23,61,2
23,64,1
23,75,1
23,91,6
23,98,1
23,118,1
23,158,5
23,162,1
23,179,1
23,197,1
23,313,9
23,463,1
23,652,4
24,318,1
24,444,5
27,8,7
27,106,14
27,114,6
27,302,1
27,372,12
27,390,1
27,515,5
28,46,18
28,53,16
28,101,16
28,257,16
28,265,16
28,463,1
28,583,12
29,288,6
29,329,2
29,362,1
29,365,1
29,413,2
29,454,1
29,624,8
29,656,2
29,781,1
29,826,7
30,22,1
30,83,7
30,89,2
30,171,2
30,230,1
30,282,9
30,291,1
30,394,4
30,522,9
30,524,4
30,836,1
31,6,20
31,23,6
31,160,1
31,180,1
31,181,8
31,190,1
31,192,17
31,237,2
31,333,2
31,341,2
31,405,1
31,443,4
31,508,1
31,511,7
31,516,4
31,541,13
31,593,1
31,794,2
32,64,13
32,68,1
32,76,11
32,78,1
32,118,10
32,147,3
32,162,1
32,169,1
32,176,3
32,184,1
32,185,1
32,187,15
32,227,1
32,268,4
32,303,1
32,307,1
32,309,1
32,312,15
32,314,1
32,318,1
32,373,1
32,410,1
32,437,7
32,441,1
32,456,1
32,486,2
32,547,1
32,853,1
33,9,1
33,34,28
33,100,2
34,5,17
34,9,58
34,22,1
34,33,21
34,37,1
34,51,5
34,68,1
34,83,3
34,91,3
34,98,5
34,118,3
34,120,4
34,143,2
34,150,13
34,160,1
34,162,1
34,169,2
34,180,1
34,188,3
34,221,12
34,235,4
34,268,1
34,291,1
34,301,4
34,330,2
34,341,1
34,443,1
34,545,11
34,556,4
34,561,19
35,38,15
35,58,1
35,125,1
35,131,2
35,144,5
35,145,6
35,146,2
35,147,2
35,637,3
35,770,1
36,262,1
36,280,1
36,443,1
36,448,3
36,452,1
37,9,2
37,34,2
37,75,1
37,139,2
37,187,1
37,194,2
37,648,2
38,35,11
38,103,14
38,131,5
38,144,11
38,145,1
38,146,2
38,147,1
38,174,8
38,217,3
38,343,1
38,349,2
38,637,9
38,688,2
38,768,1
39,3,1
39,105,2
39,108,4
39,203,2
39,348,1
39,392,1
40,138,2
40,159,1
40,208,5
40,281,8
40,304,2
40,371,2
40,475,1
40,476,3
40,519,1
41,20,3
41,60,1
41,61,1
41,74,2
41,75,1
41,108,1
41,181,9
41,214,2
41,234,5
41,248,16
41,313,1
41,462,15
41,652,13
41,755,4
42,143,1
42,280,1
42,462,3
42,466,6
43,14,6
43,44,1
43,53,7
43,74,2
43,101,3
43,112,1
43,134,3
43,162,34
43,169,39
43,185,8
43,226,8
43,229,1
43,255,4
43,262,1
43,279,4
43,283,14
43,305,9
43,337,2
43,342,1
43,409,1
43,451,4
43,484,1
43,651,5
43,674,6
43,693,2
43,761,2
43,802,1
43,804,5
43,975,2
44,10,2
44,57,17
44,68,2
44,78,21
44,80,19
44,81,29
44,122,12
44,134,1
44,143,3
44,148,12
44,162,1
44,164,14
44,165,1
44,166,4
44,169,1
44,171,1
44,189,24
44,195,28
44,249,15
44,254,16
44,257,14
44,279,3
44,313,1
44,330,1
44,432,13
44,440,15
44,463,1
44,472,1
44,711,16
44,739,1
44,744,13
44,773,13
44,791,1
44,813,1
44,979,1
45,234,8
45,499,1
46,59,1
46,101,12
46,757,12
47,80,7
47,87,3
47,93,2
47,277,2
48,6,1
48,88,2
48,116,3
48,134,1
48,237,1
48,288,1
48,380,1
48,410,1
48,445,1
48,475,3
49,171,2
49,341,1
49,402,2
49,701,1
50,2,1
50,64,1
50,96,1
50,120,1
50,125,1
50,133,1
50,134,1
50,142,1
50,143,27
50,151,1
50,234,2
50,293,1
50,325,3
50,355,2
50,402,1
50,431,1
50,586,1
50,652,1
50,806,2
50,830,1
51,34,4
51,75,1
52,2,2
52,17,2
52,97,18
52,98,2
52,103,16
52,118,1
52,125,7
52,131,4
52,147,2
52,166,2
52,198,2
52,209,4
52,212,11
52,286,1
52,293,3
52,343,5
52,385,5
52,449,1
52,503,1
52,536,1
52,591,1
52,637,1
52,779,1
52,886,1
53,43,13
53,67,1
53,82,3
53,99,1
53,101,13
53,112,3
53,122,1
53,128,16
53,154,1
53,186,7
53,202,1
53,226,4
53,232,10
53,249,6
53,271,12
53,276,11
53,283,3
53,322,5
53,384,1
53,451,1
53,462,1
53,651,1
53,674,4
53,693,4
53,744,3
53,755,3
53,757,17
53,782,1
53,802,3
54,8,5
54,106,1
54,138,3
54,143,1
54,158,2
54,176,1
54,247,1
54,312,2
54,489,1
54,523,6
54,741,1
55,17,2
55,166,1
55,174,6
55,528,1
55,637,1
55,709,1
56,153,3
56,165,8
56,197,3
56,294,7
56,350,6
56,386,1
56,552,1
57,3,2
57,44,4
58,2,5
58,73,5
58,75,1
58,77,1
58,83,2
58,141,11
58,143,1
58,145,2
58,147,10
58,174,8
58,207,13
58,215,7
58,217,1
58,239,1
58,243,1
58,262,3
58,298,6
58,312,1
58,323,2
58,349,2
58,355,6
58,528,11
58,646,9
58,709,5
58,722,18
59,13,2
59,46,1
59,77,1
59,124,2
59,126,1
59,163,4
59,178,4
59,236,4
59,251,4
59,271,4
59,300,5
59,366,4
59,401,4
59,768,5
60,3,1
60,4,2
60,6,1
60,20,4
60,41,1
60,118,1
60,136,1
60,153,3
60,181,1
60,190,3
60,206,1
60,237,2
60,333,1
60,358,1
60,382,2
60,405,2
60,408,5
60,420,1
60,511,1
60,516,2
60,571,1
60,650,3
60,707,1
60,780,2
60,794,1
61,23,3
61,225,1
61,285,4
61,353,1
61,400,1
62,492,12
63,1,3
63,16,21
63,75,2
63,83,2
63,247,2
63,406,4
63,476,2
64,19,1
64,32,12
64,50,2
64,68,2
64,70,1
64,75,4
64,76,6
64,97,1
64,130,3
64,135,1
64,142,2
64,170,1
64,171,7
64,176,5
64,181,1
64,187,1
64,197,6
64,227,1
64,242,2
64,262,7
64,268,6
64,289,4
64,309,1
64,312,2
64,320,9
64,325,1
64,341,1
64,347,1
64,376,3
64,389,1
64,437,8
64,456,1
64,503,1
64,504,2
64,606,1
64,665,3
64,707,2
64,789,2
64,791,1
65,208,1
65,218,1
65,471,1
67,10,4
67,249,2
67,330,2
67,384,1
67,472,5
67,505,1
68,15,1
68,32,1
68,34,1
68,44,2
68,70,1
68,106,4
68,125,2
68,162,1
68,188,1
68,203,2
68,212,1
68,262,1
68,268,9
68,312,1
68,347,1
68,444,1
68,492,3
69,227,1
69,262,5
69,791,3
69,976,1
70,8,3
70,84,9
70,91,1
70,100,7
70,124,3
70,151,1
70,169,1
70,227,5
70,242,1
70,262,1
70,281,1
70,326,1
70,341,1
70,347,2
70,492,1
70,504,1
70,652,2
70,791,1
71,87,2
71,240,3
71,346,1
71,455,1
72,151,2
72,179,1
72,212,1
72,262,5
72,312,1
72,323,11
72,379,5
72,393,18
72,442,13
72,521,1
72,584,1
72,696,1
72,762,1
72,763,1
72,765,1
72,789,2
73,2,193
73,58,8
73,75,2
73,85,1
73,94,2
73,97,4
73,125,4
73,141,1
73,143,2
73,147,20
73,153,2
73,166,3
73,173,27
73,174,31
73,193,8
73,198,1
73,207,1
73,213,10
73,215,1
73,217,36
73,262,24
73,293,7
73,298,4
73,343,4
73,349,5
73,481,8
73,637,5
73,658,16
73,671,16
73,688,7
73,709,30
73,798,6
74,3,3
74,18,1
74,43,1
74,78,2
74,89,3
74,135,1
74,181,1
74,262,1
74,268,1
74,313,1
74,362,2
74,389,13
74,413,11
74,451,1
74,454,15
74,462,2
74,486,2
74,624,8
75,2,5
75,10,3
75,23,1
75,37,1
75,40,1
75,44,1
75,51,1
75,52,1
75,58,1
75,60,1
75,64,3
75,69,1
75,73,1
75,78,1
75,83,6
75,87,6
75,91,1
75,93,1
75,95,1
75,99,2
75,118,2
75,119,1
75,127,1
75,131,2
75,134,1
75,135,1
75,137,1
75,141,2
75,142,3
75,147,12
75,154,1
75,159,1
75,162,2
75,168,2
75,169,1
75,174,4
75,180,1
75,181,1
75,188,7
75,193,1
75,195,2
75,200,2
75,203,3
75,208,6
75,215,1
75,226,1
75,235,1
75,237,1
75,240,1
75,244,1
75,250,2
75,255,1
75,262,2
75,268,8
75,281,6
75,283,1
75,285,1
75,288,2
75,292,1
75,294,2
75,304,1
75,313,1
75,326,1
75,327,1
75,330,3
75,331,2
75,342,1
75,353,2
75,393,1
75,394,1
75,402,1
75,420,1
75,423,2
75,454,1
75,460,3
75,463,1
75,472,1
75,486,1
75,507,3
75,512,1
75,516,2
75,519,1
75,525,2
75,540,1
75,544,1
75,559,1
75,580,2
75,624,1
75,637,5
75,643,1
75,652,3
75,707,6
75,723,2
75,746,1
75,790,1
75,843,1
75,853,5
75,874,1
75,945,1
76,15,10
76,24,2
76,32,3
76,75,1
76,107,1
76,170,1
76,203,7
76,222,6
76,227,2
76,228,1
76,281,1
76,289,1
76,312,7
76,377,1
76,444,6
76,504,1
76,529,2
76,562,1
76,586,1
77,7,2
77,13,6
77,58,2
77,59,3
77,85,4
77,124,2
77,126,1
77,236,1
77,251,1
77,271,3
77,300,1
77,355,1
77,416,1
77,418,3
77,748,1
77,766,6
78,10,1
78,20,1
78,32,1
78,44,14
78,53,1
78,57,9
78,67,1
78,74,12
78,81,14
78,98,1
78,99,11
78,101,1
78,112,1
78,128,5
78,134,1
78,148,9
78,154,1
78,164,10
78,165,1
78,169,14
78,186,9
78,189,17
78,190,1
78,226,11
78,232,1
78,248,13
78,254,1
78,257,3
78,272,2
78,276,1
78,283,9
78,294,9
78,299,1
78,307,4
78,313,3
78,322,1
78,330,13
78,362,4
78,375,9
78,384,5
78,409,10
78,432,1
78,433,9
78,440,11
78,447,2
78,451,1
78,462,11
78,470,10
78,472,11
78,485,1
78,641,1
78,674,9
78,684,1
78,693,1
78,739,5
79,11,1
79,41,3
79,134,2
79,201,3
79,208,3
79,214,4
79,253,2
79,270,3
79,295,2
79,310,3
79,313,4
79,316,3
79,328,3
79,334,3
79,356,1
79,360,4
79,367,3
79,427,3
79,446,3
79,479,3
79,592,3
79,605,3
79,636,3
79,652,5
79,754,3
79,755,3
79,756,3
79,828,5
80,44,7
80,47,3
80,81,2
80,95,9
80,249,3
80,253,2
80,310,10
80,432,1
81,44,22
81,78,8
81,80,4
81,134,2
81,162,1
81,164,1
81,169,4
81,189,3
81,195,25
81,249,10
81,254,7
81,279,1
81,326,3
81,330,4
81,362,2
81,402,3
81,432,4
81,439,1
81,440,3
81,472,3
81,486,1
81,561,1
82,10,1
82,53,1
82,67,3
82,103,2
82,154,3
82,470,3
82,472,1
82,966,1
83,9,1
83,30,5
83,34,3
83,58,1
83,75,7
83,89,4
83,91,3
83,100,2
83,120,4
83,172,10
83,180,10
83,190,2
83,223,1
83,225,1
83,227,1
83,235,1
83,262,9
83,312,4
83,377,2
83,383,2
83,406,1
83,431,2
83,725,3
84,56,1
84,70,8
84,121,1
84,143,9
84,203,1
84,204,11
84,340,9
84,703,6
84,733,7
84,734,6
85,17,1
85,73,1
85,77,6
85,126,1
85,131,4
85,141,1
85,147,1
85,166,1
85,174,4
85,207,4
85,217,1
85,230,4
85,327,2
85,394,1
86,88,1
86,191,9
86,194,1
86,261,4
86,292,10
87,47,10
87,71,10
87,93,17
87,102,11
87,110,7
87,191,9
87,205,3
87,216,1
87,218,9
87,225,1
87,231,8
87,240,10
87,277,18
87,290,8
87,317,10
87,324,6
87,331,8
87,346,11
87,356,10
87,407,8
87,428,10
87,444,39
87,453,6
87,455,10
87,471,2
87,507,11
87,525,9
87,543,13
87,549,8
87,612,10
87,691,7
87,726,6
87,747,7
87,781,1
87,827,13
87,831,3
88,95,1
88,155,16
88,159,1
88,200,4
88,208,17
88,216,4
88,245,20
88,255,1
88,281,2
88,303,2
88,304,1
88,424,2
88,476,1
88,793,8
88,867,1
89,83,2
89,120,18
89,127,4
89,134,5
89,180,1
89,216,12
89,225,1
89,227,2
89,238,10
89,253,4
89,272,4
89,292,3
89,299,16
89,313,1
89,319,3
89,325,12
89,331,3
89,342,1
89,345,1
89,373,1
89,383,1
89,395,1
89,403,1
89,419,1
89,423,1
89,460,3
89,474,1
89,478,4
89,486,1
89,499,1
89,501,1
89,520,1
89,526,1
89,527,4
89,540,6
89,589,4
89,650,1
91,3,2
91,9,1
91,20,2
91,23,12
91,34,2
91,83,1
91,92,1
91,106,3
91,118,1
91,149,2
91,188,30
91,204,4
91,225,2
91,230,2
91,308,1
91,314,5
91,340,3
91,383,6
91,443,2
91,518,1
91,650,2
91,901,1
93,47,1
93,87,14
93,102,1
93,191,1
93,218,7
93,327,1
93,407,2
93,428,1
93,455,1
93,507,1
93,747,1
93,877,1
94,2,1
94,152,1
94,217,1
94,378,1
95,18,1
95,80,2
95,155,1
95,159,13
95,200,1
95,208,23
95,245,1
95,310,2
95,420,1
95,475,2
96,23,1
96,100,1
96,145,1
96,151,2
96,313,4
96,379,1
96,789,11
97,2,1
97,13,1
97,17,11
97,20,1
97,52,25
97,58,2
97,64,1
97,81,1
97,103,10
97,118,5
97,120,5
97,125,17
97,131,21
97,143,8
97,145,4
97,147,1
97,153,1
97,162,1
97,166,1
97,169,7
97,173,1
97,174,7
97,198,4
97,207,1
97,209,28
97,211,1
97,212,15
97,213,1
97,215,3
97,235,2
97,237,1
97,262,6
97,268,6
97,269,1
97,293,17
97,299,2
97,323,1
97,326,1
97,341,1
97,343,36
97,347,5
97,358,2
97,385,12
97,389,1
97,402,1
97,441,1
97,448,1
97,486,6
97,591,1
97,637,3
97,688,3
97,770,1
97,779,6
98,20,1
98,29,1
98,32,9
98,34,3
98,52,1
98,68,1
98,78,1
98,118,2
98,130,2
98,135,2
98,142,6
98,162,3
98,169,1
98,187,3
98,203,2
98,227,2
98,253,1
98,265,2
98,268,1
98,309,1
98,373,1
98,410,1
98,441,1
98,456,1
98,463,1
98,486,2
98,503,2
98,512,2
98,547,1
98,578,1
98,652,1
98,791,1
99,10,1
99,57,1
99,74,1
99,78,2
99,128,1
99,148,1
99,164,1
99,189,1
99,226,1
99,248,2
99,307,3
99,313,1
99,330,3
99,433,1
99,440,1
99,472,1
99,480,1
99,634,2
99,653,1
100,33,1
100,70,1
100,83,1
100,96,2
100,105,1
100,126,1
100,142,2
100,158,1
100,169,1
100,181,1
100,188,1
100,227,1
100,277,1
100,313,1
100,326,1
100,342,1
100,347,1
100,368,1
100,430,1
100,591,5
100,827,1
100,891,1
101,14,38
101,28,20
101,43,1
101,46,1
101,53,8
101,78,1
101,97,1
101,112,1
101,162,12
101,169,2
101,222,28
101,248,1
101,305,2
101,651,1
101,674,1
102,87,2
102,93,2
102,116,2
102,191,5
102,208,1
102,277,1
102,295,3
103,20,1
103,38,16
103,46,1
103,52,6
103,82,3
103,97,6
103,131,1
103,144,4
103,145,9
103,147,7
103,148,1
103,153,6
103,195,21
103,215,6
103,226,6
103,249,1
103,279,1
103,293,1
103,298,1
103,343,4
103,432,2
103,442,1
103,448,1
103,473,8
103,770,6
104,7,1
104,124,5
104,126,2
104,143,1
104,271,1
104,401,6
104,422,4
105,39,1
105,100,2
105,108,3
105,378,5
105,392,4
105,791,1
106,8,5
106,9,1
106,27,10
106,54,2
106,68,2
106,91,2
106,119,8
106,121,3
106,149,6
106,158,24
106,167,1
106,171,2
106,227,1
106,242,1
106,247,1
106,263,14
106,266,9
106,296,3
106,302,5
106,308,10
106,341,2
106,372,2
106,390,6
106,410,1
106,443,3
106,523,9
106,544,3
106,548,6
106,595,2
106,645,2
106,808,1
107,186,1
108,39,2
108,41,2
108,49,1
108,105,1
108,168,4
108,203,8
108,300,1
108,320,1
108,348,1
108,378,1
108,392,1
108,402,1
108,404,2
108,469,1
108,611,1
108,662,1
108,771,4
108,801,2
110,47,1
110,87,7
110,116,7
110,208,1
110,216,8
110,231,2
110,259,1
110,261,1
110,274,2
110,299,1
110,381,2
110,543,2
110,549,1
112,53,2
112,143,1
112,162,2
112,169,1
112,185,8
112,226,1
112,229,2
112,305,3
112,484,1
112,651,1
113,374,1
113,736,2
114,302,3
114,437,2
116,16,16
116,20,1
116,48,2
116,95,1
116,102,3
116,110,22
116,123,1
116,134,2
116,153,3
116,192,14
116,231,1
116,244,6
116,259,2
116,292,2
116,332,1
116,381,23
116,419,5
116,420,5
116,424,1
116,476,5
116,477,2
116,517,11
116,521,1
116,590,7
116,853,1
116,916,3
117,62,2
117,68,3
117,87,1
117,171,1
117,203,1
117,262,19
117,312,1
117,486,1
117,538,4
117,791,1
118,3,2
118,19,1
118,20,2
118,23,2
118,34,2
118,52,1
118,60,2
118,68,2
118,75,5
118,83,3
118,89,3
118,91,15
118,98,5
118,100,2
118,120,1
118,126,1
118,134,1
118,169,1
118,174,2
118,180,2
118,181,8
118,187,6
118,190,1
118,204,5
118,211,2
118,225,12
118,235,2
118,239,3
118,262,20
118,268,6
118,289,2
118,313,2
118,326,1
118,330,1
118,333,3
118,368,1
118,383,4
118,402,1
118,430,1
118,457,4
118,460,2
118,486,13
118,707,9
119,8,1
119,9,5
119,34,1
119,91,1
119,106,4
119,143,1
119,149,2
119,158,7
119,188,3
119,263,1
119,296,3
119,301,3
119,390,2
119,443,3
119,544,1
120,34,7
120,74,1
120,83,6
120,89,34
120,91,3
120,97,1
120,118,1
120,131,1
120,145,10
120,168,3
120,169,5
120,174,6
120,180,1
120,181,1
120,188,2
120,190,5
120,207,1
120,210,1
120,214,4
120,227,2
120,230,1
120,235,5
120,242,3
120,263,1
120,270,1
120,301,1
120,302,2
120,313,14
120,323,2
120,324,1
120,325,1
120,328,6
120,330,6
120,331,1
120,342,2
120,343,4
120,347,1
120,375,1
120,396,1
120,403,6
120,474,1
120,505,1
120,575,2
120,650,7
120,652,4
120,725,1
121,9,10
121,84,1
121,106,5
121,266,15
121,301,5
121,703,1
121,725,1
122,744,3
123,704,1
123,707,1
124,13,2
124,59,3
124,70,2
124,77,2
124,104,9
124,126,3
124,156,1
124,178,1
124,236,1
124,239,1
124,251,2
124,262,1
124,271,5
124,341,1
124,366,1
124,401,1
124,416,1
124,418,4
124,504,4
124,572,1
124,766,1
125,2,7
125,13,3
125,17,6
125,50,2
125,52,12
125,58,1
125,68,2
125,73,9
125,96,1
125,97,14
125,126,1
125,131,2
125,141,1
125,143,1
125,145,2
125,147,5
125,171,1
125,174,7
125,179,4
125,198,1
125,209,8
125,212,29
125,213,1
125,215,1
125,217,9
125,268,1
125,293,1
125,323,1
125,343,7
125,347,3
125,385,7
125,418,3
125,536,1
125,563,2
125,637,1
125,709,7
125,779,4
126,7,8
126,13,12
126,59,3
126,77,4
126,97,1
126,100,1
126,104,3
126,124,6
126,145,1
126,151,1
126,174,1
126,236,1
126,251,3
126,271,3
126,300,1
126,323,1
126,402,3
126,415,2
126,416,2
126,418,4
126,486,1
127,75,1
127,89,2
127,216,2
127,319,1
127,423,3
128,10,5
128,53,8
128,67,1
128,99,5
128,154,9
128,186,5
128,232,5
128,248,6
128,249,5
128,276,5
128,307,8
128,322,5
128,330,6
128,375,5
128,384,5
128,433,5
128,443,1
128,447,5
128,480,5
128,485,5
128,604,1
128,966,5
130,44,1
130,76,1
130,98,3
130,171,5
130,187,1
130,203,1
130,212,2
130,242,2
130,281,1
130,285,1
130,312,1
130,430,1
130,437,2
130,604,1
130,723,1
131,17,2
131,35,1
131,38,2
131,52,6
131,85,3
131,97,8
131,103,1
131,120,1
131,125,1
131,144,1
131,145,3
131,147,1
131,198,1
131,209,2
131,293,4
131,343,1
131,385,2
131,536,2
131,540,2
131,637,12
131,723,1
131,779,1
132,235,4
132,262,2
132,285,8
134,23,1
134,43,3
134,48,2
134,75,1
134,79,2
134,81,1
134,89,5
134,116,1
134,189,1
134,208,2
134,216,2
134,242,2
134,244,1
134,292,2
134,295,1
134,299,2
134,319,1
134,325,1
134,331,1
134,523,4
134,540,4
134,799,1
135,7,3
135,74,1
135,88,1
135,98,1
135,138,1
135,281,5
135,444,1
135,533,1
136,736,2
137,180,1
138,18,1
138,40,8
138,54,5
138,149,1
138,158,4
138,200,1
138,208,3
138,253,2
138,255,2
138,262,1
138,268,3
138,281,2
138,297,5
138,303,20
138,304,2
138,371,2
138,387,3
138,390,1
138,394,6
138,417,8
138,443,2
138,445,2
138,475,7
138,476,3
138,489,6
138,519,11
138,645,1
138,853,1
139,9,2
139,22,1
139,37,1
139,83,1
139,133,1
140,377,1
141,2,6
141,17,1
141,58,12
141,73,3
141,85,2
141,125,1
141,147,5
141,153,11
141,174,3
141,207,1
141,215,1
141,217,3
141,262,1
141,298,6
141,349,1
141,355,4
141,688,2
141,709,4
141,779,1
141,885,1
142,50,1
142,64,3
142,68,1
142,75,1
142,98,11
142,100,4
142,118,1
142,184,1
142,187,5
142,456,2
142,499,1
142,503,1
142,614,1
143,34,3
143,42,1
143,50,20
143,58,1
143,73,2
143,84,12
143,97,7
143,104,1
143,154,1
143,165,1
143,177,1
143,195,2
143,243,1
143,309,7
143,325,1
143,428,1
143,538,2
143,551,1
143,632,5
143,707,1
143,764,1
143,789,1
144,35,1
144,38,3
144,103,1
144,147,5
144,162,2
144,249,3
144,637,5
145,3,2
145,7,3
145,35,5
145,38,7
145,58,5
145,83,1
145,89,2
145,96,3
145,97,6
145,103,3
145,120,5
145,126,2
145,131,4
145,143,2
145,144,1
145,146,4
145,147,2
145,151,2
145,174,11
145,187,1
145,207,3
145,227,1
145,313,1
145,323,5
145,402,5
145,557,1
145,734,1
145,770,2
146,35,2
146,38,4
146,125,1
146,144,2
146,145,1
146,147,1
147,2,16
147,21,1
147,32,2
147,35,3
147,38,9
147,45,1
147,52,12
147,58,5
147,64,1
147,69,1
147,73,13
147,75,5
147,85,2
147,97,2
147,98,5
147,101,1
147,103,12
147,125,2
147,135,5
147,141,4
147,144,4
147,145,3
147,153,6
147,166,32
147,173,2
147,174,7
147,179,12
147,184,3
147,193,4
147,207,2
147,209,7
147,212,3
147,215,5
147,217,1
147,254,1
147,262,1
147,268,1
147,289,2
147,291,1
147,298,6
147,312,10
147,323,1
147,349,7
147,355,2
147,511,1
147,519,1
147,526,1
147,533,2
147,631,1
147,637,7
147,658,1
147,665,2
147,709,31
147,722,4
147,723,7
147,865,1
149,91,2
149,106,8
149,296,4
149,320,5
149,377,1
149,443,3
149,523,1
149,645,1
149,829,1
150,34,2
150,400,1
150,437,2
150,550,7
150,561,7
150,565,3
151,72,1
151,96,1
151,177,4
151,179,3
151,194,6
151,262,1
151,323,2
151,494,1
151,764,2
151,789,6
151,833,1
152,2,8
152,94,6
152,344,2
152,378,1
152,601,2
153,2,6
153,3,11
153,20,8
153,58,2
153,60,4
153,73,1
153,93,1
153,97,2
153,103,6
153,116,1
153,127,1
153,131,1
153,141,11
153,147,2
153,166,14
153,173,1
153,174,1
153,180,1
153,193,2
153,200,3
153,209,7
153,212,1
153,213,2
153,215,3
153,217,2
153,249,13
153,251,4
153,286,2
153,298,5
153,299,4
153,300,3
153,327,1
153,343,5
153,349,1
153,355,7
153,357,3
153,385,1
153,441,14
153,501,2
153,528,4
154,10,3
154,67,2
154,249,5
154,322,3
154,330,2
155,88,16
155,159,4
155,208,4
155,240,1
155,245,2
155,304,1
156,13,1
156,124,2
156,178,2
156,251,2
156,416,5
157,261,2
157,263,2
158,8,1
158,18,1
158,21,1
158,23,3
158,54,1
158,106,16
158,119,6
158,157,2
158,261,1
158,263,3
158,301,4
158,302,4
158,303,1
158,308,1
158,343,1
158,523,3
158,544,2
159,75,2
159,88,4
159,95,12
159,155,4
159,208,8
159,245,12
159,281,6
159,295,1
159,303,1
159,304,4
159,475,1
159,476,3
159,793,2
160,9,1
160,60,3
160,136,1
160,206,1
160,237,2
160,252,6
160,358,2
160,450,3
160,526,1
160,535,1
160,543,5
160,571,2
160,587,3
160,600,2
160,784,6
160,916,1
162,14,18
162,32,3
162,34,1
162,38,1
162,43,31
162,44,1
162,46,12
162,68,1
162,70,2
162,75,3
162,81,2
162,83,1
162,97,2
162,98,2
162,100,1
162,101,18
162,103,1
162,112,17
162,125,1
162,130,1
162,135,2
162,144,4
162,165,1
162,169,69
162,171,1
162,184,1
162,185,26
162,226,24
162,228,1
162,229,18
162,235,1
162,262,4
162,279,4
162,283,26
162,305,22
162,330,2
162,337,16
162,343,1
162,354,15
162,383,1
162,409,16
162,451,17
162,472,2
162,484,18
162,492,2
